CAS	name	Hfg	S0g
112-24-3	triethylene tetramine	3350	565.27
112-27-6	triethylene glycol	-725090	559.34
112-29-8	1-bromodecane	-223400	596.57
112-30-1	1-decanol	-397400	596.95
112-31-2	decanal	-331700	578.97
112-32-3	octyl formate	-510600	565.92
112-34-5	diethylene glycol monobutyl ether	-606000	597.35
112-36-7	diethylene glycol diethyl ether	-580000	587.29
112-37-8	undecanoic acid	-619000	643.12
112-40-3	dodecane	-290830	625.21
112-41-4	1-dodecene	-165400	621.78
112-42-5	1-undecanol	-418400	636.44
112-44-7	undecanal	-352200	618.46
112-47-0	1,10-decanediol	-554190	647.31
112-49-2	triethylene glycol dimethyl ether	-676000	622.79
112-51-6	dipentyl disulfide	-202000	646.7
112-52-7	1-chlorododecane	-314890	629.55
112-53-8	1-dodecanol	-436500	675.6
112-54-9	dodecanal	-373300	657.61
112-55-0	1-dodecanethiol	-253200	690.27
112-57-2	tetraethylenepentamine	12600	684.55
112-58-3	dihexyl ether	-415500	660.17
112-60-7	tetraethylene glycol	-882320	651.87
112-62-9	methyl oleate	-626000	959.26
112-66-3	dodecyl acetate	-650700	758
112-69-6	dimethylhexadecylamine	-347320	873.23
112-70-9	1-tridecanol	-460100	715.76
112-71-0	1-bromotetradecane	-305960	752.38
112-72-1	1-tetradecanol	-481100	753.9
112-73-2	diethylene glycol dibutyl ether	-662000	743.9
112-75-4	dimethyltetradecylamine	-306040	795.32
112-80-1	oleic acid	-671780	913.09
112-82-3	1-bromohexadecane	-347240	830.29
112-88-9	1-octadecene	-290000	857.37
112-89-0	1-bromooctadecane	-388520	908.19
112-92-5	1-octadecanol	-563800	910.85
112-95-8	eicosane	-456460	940.18
112-99-2	dioctadecylamine	-732900	1599
115-07-1	propylene	19700	266.71
115-10-6	dimethyl ether	-184100	267.29
115-11-7	isobutene	-17100	293.12
115-25-3	octafluorocyclobutane	-1528000	400.92
115-76-4	2,2-diethyl-1,3-propanediol	-492000	521.83
115-77-5	pentaerythritol	-776700	438.08
115-86-6	triphenyl phosphate	-757300	
116-14-3	tetrafluoroethylene	-658600	300.01
116-15-4	hexafluoropropylene	-1080000	491.77
116-53-0	2-methylbutyric acid	-497000	400.92
117-84-0	dioctyl phthalate	-966720	1151.3
118-74-1	hexachlorobenzene	-33900	436.7
118-90-1	o-toluic acid	-322800	406.69
118-91-2	o-chlorobenzoic acid	-325000	400.26
118-96-7	2,4,6-trinitrotoluene	-67100	
119-36-8	methyl salicylate	-464300	456.11
119-61-9	benzophenone	59000	441.53
119-64-2	1,2,3,4-tetrahydronaphthalene	26000	366.22
119-65-3	isoquinoline	208400	365.7
120-12-7	anthracene	227700	385.95
120-51-4	benzyl benzoate	-191000	545.69
120-61-6	dimethyl terephthalate	-637000	574.4
120-72-9	indole	156600	328.44
120-80-9	pyrocatechol	-272000	333.46
120-82-1	1,2,4-trichlorobenzene	-200	376.59
120-92-3	cyclopentanone	-192100	313.56
120-94-5	N-methylpyrrolidine	-8120	329.68
121-14-2	2,4-dinitrotoluene	-64200	
121-17-5	4-chloro-3-nitrobenzotrifluoride	-634250	464.61
121-32-4	ethyl vanillin	-404000	506.33
121-33-5	vanillin	-369000	467.18
121-44-8	triethylamine	-92700	403.65
121-69-7	N,N'-dimethylaniline	100500	366.65
121-73-3	m-chloronitrobenzene	37200	373.57
121-91-5	isophthalic acid	-696300	443.4
122-39-4	diphenylamine	202000	403.8
122-66-7	hydrazobenzene	319000	454.26
123-01-3	dodecylbenzene	-179000	753.11
123-02-4	tridecylbenzene	-199700	792.26
123-05-7	2-ethylhexanal	-299600	495.93
123-07-9	p-ethylphenol	-144050	391.13
123-08-0	p-hydroxybenzaldehyde	-213000	389.17
123-15-9	2-methylpentanal	-256000	405.65
123-19-3	4-heptanone	-301100	448.76
123-25-1	diethyl succinate	-851000	589.5
123-31-9	p-hydroquinone	-261710	344.16
123-38-6	propionaldehyde	-186000	304.56
123-39-7	N-methylformamide	-184430	280.98
123-42-2	diacetone alcohol	-545800	437.39
123-44-4	2,2,4-trimethyl-1-pentanol	-374710	470.11
123-51-3	3-methyl-1-butanol	-300410	394.1
123-54-6	acetylacetone	-380000	404.4
123-62-6	propionic anhydride	-626500	470.66
123-63-7	paraldehyde	-645300	338.32
123-72-8	butyraldehyde	-207000	343.71
123-73-9	trans-crotonaldehyde	-104000	316.34
123-75-1	pyrrolidine	-3500	310.38
123-76-2	levulinic acid	-607000	426.48
123-86-4	butyl acetate	-485300	443.43
123-91-1	1,4-dioxane	-315060	300.49
123-92-2	isopentyl acetate	-511200	475.2
123-95-5	butyl stearate	-819270	1087
123-96-6	2-octanol	-376100	515.96
123-99-9	azelaic acid	-927000	601.82
124-04-9	adipic acid	-865040	499.22
124-07-2	octanoic acid	-556000	521.73
124-09-4	hexamethylenediamine	-98830	475.45
124-11-8	1-nonene	-104000	503.98
124-12-9	octanenitrile	-43570	473.73
124-13-0	1-octanal	-290200	500.66
124-18-5	decane	-249500	546.36
124-19-6	1-nonanal	-310900	539.81
124-22-1	dodecylamine	-257000	679.16
124-25-4	tetradecanal	-414800	736.25
124-28-7	dimethyloctadecylamine	-388600	951.13
124-30-1	octadecylamine	-380600	914.75
124-38-9	carbon dioxide	-393520	213.91
124-40-3	dimethylamine	-18600	270.52
124-73-2	1,2-dibromotetrafluoroethane	-922990	387.72
126-30-7	neopentyl glycol	-447000	404.15
126-98-7	methacrylonitrile	98030	224.2
126-99-8	chloroprene	27400	313.29
127-17-3	pyruvic acid	-625000	317.99
127-18-4	tetrachloroethylene	-12100	340.92
127-19-5	N,N'-dimethylacetamide	-225000	351.58
127-91-3	beta-pinene	38700	404.2
128-37-0	2,6-di-tert-butyl-p-cresol	-341000	1049.1
129-00-0	pyrene	225700	402.12
131-11-3	dimethyl phthalate	-663000	661.6
132-64-9	dibenzofuran	83400	306.45
135-01-3	o-diethylbenzene	-15730	435.75
135-98-8	sec-butylbenzene	-16900	428.47
136-35-6	1,3-diphenyltriazene	331600	
136-60-7	butyl benzoate	-367000	539.08
137-32-6	2-methyl-1-butanol	-302080	394.23
140-11-4	benzyl acetate	-309160	459.63
140-31-8	N-aminoethyl piperazine	25100	450.37
140-66-9	p-tert-octylphenol	-291000	568.26
140-88-5	ethyl acrylate	-349530	407.49
141-05-9	diethyl maleate	-740000	582.92
141-32-2	butyl acrylate	-395050	485.89
141-43-5	monoethanolamine	-210190	320.74
141-59-3	tert-octyl mercaptan	-205000	470.93
141-78-6	ethyl acetate	-444500	360.42
141-79-7	mesityl oxide	-195560	398.73
141-93-5	m-diethylbenzene	-21000	440.21
141-97-9	ethylacetoacetate	-560000	485.76
142-28-9	1,3-dichloropropane	-161500	367.68
142-29-0	cyclopentene	33900	291.48
142-60-9	octyl propanoate	-585800	639.87
142-62-1	hexanoic acid	-509000	456.84
142-82-5	heptane	-187800	428.23
142-84-7	di-propylamine	-116000	430.15
142-92-7	hexyl acetate	-526300	522.07
142-96-1	dibutyl ether	-332900	502.55
143-07-7	dodecanoic acid	-640000	691.76
143-08-8	1-nonanol	-378500	557.8
143-10-2	decyl mercaptan	-210900	611.96
143-13-5	nonyl acetate	-588600	639.87
143-15-7	1-bromododecane	-264680	674.48
143-16-8	dihexylamine	-237540	664.1
143-24-8	tetraethylene glycol dimethyl ether	-884000	729.88
143-27-1	hexadecylamine	-339400	836.44
144-62-7	oxalic acid	-723700	342.17
148-24-3	8-hydroxyquinoline	21500	397.17
149-31-5	2-methyl-1,3-pentanediol	-484400	465.03
150-76-5	p-methoxyphenol	-249000	399.11
151-19-9	3,6-dimethyl-3-octanol	-415990	548.02
151-56-4	ethyleneimine	123430	250.99
151-67-7	halothane	-705000	366.27
156-43-4	p-phenetidine	-103000	437.8
156-59-2	cis-1,2-dichloroethylene	-2800	289.78
156-60-5	trans-1,2-dichloroethylene	-400	290.11
156-87-6	3-amino-1-propanol	-221000	367.64
157-40-4	spiropentane	185200	282.76
206-44-0	fluoranthene	289000	413.19
218-01-9	chrysene	269800	450.04
275-51-4	azulene	279900	338.63
280-57-9	triethylenediamine	52700	358.44
287-23-0	cyclobutane	28400	264.95
287-27-4	thiacyclobutane	61000	285.35
287-92-3	cyclopentane	-77100	292.7
288-42-6	oxazole	-15500	270.75
291-64-5	cycloheptane	-118100	343.17
292-64-8	cyclooctane	-124400	367.56
293-55-0	cyclononane	-132800	
293-96-9	cyclodecane	-154300	
294-41-7	cycloundecane	-179400	
294-62-2	cyclododecane	-230200	
295-02-3	cyclotridecane	-246400	
295-17-0	cyclotetradecane	-239200	
295-48-7	cyclopentadecane	-301400	
295-65-8	cyclohexadecane	-321700	
295-97-6	cycloheptadecane	-364300	
296-18-4	cyclooctadecane	-414110	
296-44-6	cyclononadecane	-440910	
296-56-0	cycloeicosane	-467710	
300-57-2	2-propenylbenzene	138000	412.76
302-01-2	hydrazine	95350	238.72
306-83-2	2,2-dichloro-1,1,1-trifluoroethane	-743900	352.54
320-60-5	2,4-dichlorobenzotrifluoride	-651450	440.01
334-48-5	decanoic acid	-594300	599.04
334-56-5	1-fluorodecane	-428200	582.76
334-68-9	1-fluorododecane	-469400	662.07
338-64-7	1-chloro-1,2-difluoroethane	-497850	321.19
338-65-8	2-chloro-1,1-difluoroethane	-497850	321.19
352-32-9	p-fluorotoluene	-147500	339.02
352-93-2	diethyl sulfide	-83200	368.32
353-36-6	ethyl fluoride	-264400	265.17
353-50-4	carbonyl fluoride	-638900	258.89
353-59-3	bromochlorodifluoromethane	-435200	317.693
353-61-7	2-fluoro-2-methylpropane	-330750	304.63
353-81-1	2,2-difluorobutane	-526860	336.33
354-09-6	2-fluoro-2,3-dimethylbutane	-372030	382.54
354-11-0	1,1,1,2-tetrachloro-2-fluoroethane	-357710	350.89
354-12-1	1,1,1-trichloro-2,2-difluoroethane	-538080	349.16
354-14-3	1,1,2,2-tetrachloro-1-fluoroethane	-357710	350.89
354-15-4	1,1,2-trichloro-1,2-difluoroethane	-538080	349.16
354-21-2	1,2,2-trichloro-1,1-difluoroethane	-538080	349.16
354-23-4	1,2-dichloro-1,1,2-trifluoroethane	-718450	347.44
354-25-6	1-chloro-1,1,2,2-tetrafluoroethane	-898820	345.71
354-33-6	pentafluoroethane	-1105000	332.25
354-56-3	pentachlorofluoroethane	-325100	392.53
354-58-5	1,1,1-trichloro-2,2,2-trifluoroethane	-740600	369.22
355-25-9	decafluorobutane	-2140000	466.73
358-03-2	3,3-difluoropentane	-547500	375.28
359-00-2	1-fluoro-2-methylpropane	-327280	333.98
359-01-3	2-fluorobutane	-327280	333.98
359-10-4	2-chloro-1,1-difluoroethylene	-332200	302.27
359-11-5	trifluoroethene	-490800	292.46
359-28-4	1,1,2-trichloro-2-fluoroethane	-338500	346.82
359-35-3	1,1,2,2-tetrafluoroethane	-892400	320.34
360-89-4	octafluoro-2-butene	-1650000	431.64
367-11-3	o-difluorobenzene	-294500	320.83
371-64-2	1-fluoro-3,3-dimethylbutane	-373840	402.36
371-65-3	2,2-difluoropentane	-547500	375.28
372-18-9	m-difluorobenzene	-310000	320.16
372-54-3	2-fluorohexane	-368560	411.89
372-90-7	1,4-difluorobutane	-518110	375.2
373-14-8	1-fluorohexane	-345700	423.79
373-17-1	1,5-difluoropentane	-538750	414.15
374-07-2	1,1-dichloro-1,2,2,2-tetrafluoroethane	-926800	367.13
392-56-3	hexafluorobenzene	-957300	381.2
406-82-6	1,1,1-trifluoropentane	-743610	406.98
407-06-7	1-fluoro-3-methylbutane	-347920	372.93
407-79-4	5-fluoro-1-pentene	-217210	377.86
407-96-5	1,1-difluoroheptane	-604000	480.89
408-38-8	1-fluorohexadecane	-552000	820.69
409-21-2	silicon carbide (hexagonal)	719650	213.03
420-12-2	ethylene sulfide	82380	255.25
420-26-8	2-fluoropropane	-293500	292.92
420-45-1	2,2-difluoropropane	-522500	302.81
420-46-2	1,1,1-trifluoroethane	-745600	287.3
421-04-5	1-chloro-1,1,2-trifluoroethane	-697430	323.54
421-07-8	1,1,1-trifluoropropane	-702330	329.07
421-48-7	1,1,1,2-tetrafluoropropane	-903720	351.24
430-44-4	2-fluoro-1-butene	-206360	334.75
430-53-5	1,1-dichloro-2-fluoroethane	-317480	322.92
430-57-9	1,2-dichloro-1-fluoroethane	-317480	322.92
430-61-5	1,1-difluoropropane	-521500	321.93
430-66-0	1,1,2-trifluoroethane	-669400	310.45
431-06-1	1,2-dichloro-1,2-difluoroethane	-518870	345.09
431-07-2	1-chloro-1,2,2-trifluoroethane	-699240	343.36
431-31-2	1,1,1,2,3-pentafluoropropane	-1099800	382.94
431-63-0	1,1,1,2,3,3-hexafluoropropane	-1301200	405.11
452-86-8	1,2-dihydroxy-4-methylbenzene	-305900	375.2
460-12-8	biacetylene	450000	249.9
460-13-9	1-fluoropropane	-283800	304.32
460-19-5	cyanogen	309070	241.56
460-34-4	1,1,1-trifluorobutane	-722970	368.02
460-36-6	1,1,1,3-tetrafluoropropane	-898440	360.77
460-73-1	1,1,1,3,3-pentafluoropropane	-1099800	382.94
462-06-6	fluorobenzene	-116300	301.54
462-39-5	1,3-difluoropropane	-497470	336.25
463-11-6	1-fluorooctane	-386900	503.44
463-18-3	1-fluorononane	-407600	542.93
463-49-0	allene	190900	243.7
463-51-4	ketene	-47700	241.72
463-58-1	carbonyl sulfide	-138410	231.58
463-82-1	neopentane	-167900	305.99
464-06-2	2,2,3-trimethylbutane	-204810	384.36
464-07-3	3,3-dimethyl-2-butanol	-342800	360.78
471-43-2	1,1-dichloro-2,2-difluoroethane	-518800	354.05
486-34-0	1,2,7-trimethylnaphthalene	57000	442.68
488-17-5	1,2-dihydroxy-3-methylbenzene	-305900	375.2
488-23-3	1,2,3,4-tetramethylbenzene	-41800	418.08
488-70-0	2,3,4,5-tetramethylphenol	-224920	447.07
490-65-3	1-methyl-7-isopropylnaphthalene	51300	509.67
491-35-0	4-methylquinoline	199190	336.74
493-01-6	cis-decahydronaphthalene	-169200	378.92
493-02-7	trans-decahydronaphthalene	-182100	373.89
496-11-7	indane	60700	346.85
496-73-1	1,3-dihydroxy-4-methylbenzene	-305900	375.2
496-78-6	2,4,5-trimethylphenol	-192810	414.28
498-23-7	citraconic acid	-740000	435.27
498-66-8	2-norbornene	90000	314.58
499-75-2	2-methyl-5-isopropylphenol	-207260	449.88
501-65-5	diphenylacetylene	430120	466.58
502-44-3	epsilon-caprolactone	-425930	362.76
503-17-3	dimethylacetylene	145900	283.19
503-30-0	1,3-propylene oxide	-75060	265.65
503-60-6	1-chloro-3-methyl-2-butene	-54840	373.45
503-64-0	cis-2-butenoic acid	-354500	366.92
503-74-2	3-methylbutanoic acid	-503000	431.11
504-15-4	1,3-dihydroxy-5-methylbenzene	-305900	375.2
504-63-2	1,3-propanediol	-409000	302.97
504-64-3	carbon suboxide	-93640	276.07
506-05-8	1-fluoroundecane	-448800	622.24
506-12-7	heptadecanoic acid	-744000	872.94
506-30-9	eicosanoic acid	-806000	989.53
506-68-3	cyanogen bromide	186190	248.37
506-77-4	cyanogen chloride	137950	236.33
506-78-5	cyanogen iodide	225940	257.34
507-09-5	thioacetic-acid	-181900	313.56
507-19-7	2-bromo-2-methylpropane	-133800	332.61
507-20-0	2-chloro-2-methylpropane	-184800	317.73
507-25-5	carbon tetraiodide	267900	391.63
507-36-8	2-bromo-2-methylbutane	-128950	362.94
507-45-9	2,3-dichloro-2-methylbutane	-192040	369.21
509-14-8	tetranitromethane	88300	
512-56-1	trimethyl phosphate	-1080000	
513-35-9	2-methyl-2-butene	-40800	338.65
513-36-0	1-chloro-2-methylpropane	-172000	251.56
513-37-1	1-chloro-2-methyl-1-propene	-34200	334.49
513-38-2	1-iodo-2-methylpropane	-54300	357.9
513-44-0	isobutyl mercaptan	-96900	362.95
513-48-4	2-iodobutane	-54300	357.9
513-53-1	sec-butyl mercaptan	-96600	366.98
513-81-5	2,3-dimethyl-1,3-butadiene	45100	340.36
514-10-3	abietic acid	-537000	649.76
526-73-8	1,2,3-trimethylbenzene	-9500	384.62
526-75-0	2,3-xylenol	-157200	386
526-85-2	2,3,4-trimethylphenol	-192810	414.28
527-35-5	2,3,5,6-tetramethylphenol	-224920	447.07
527-53-7	1,2,3,5-tetramethylbenzene	-44700	424.11
527-54-8	3,4,5-trimethylphenol	-192810	414.28
527-60-6	2,4,6-trimethylphenol	-192810	414.28
527-84-4	o-cymene	-26400	427.47
528-29-0	o-dinitrobenzene	27800	322.83
533-98-2	1,2-dibromobutane	-99200	409.24
534-22-5	2-methylfuran	-66300	308.99
535-77-3	m-cymene	-30900	432.16
536-74-3	ethynylbenzene	327300	322.58
536-75-4	4-ethylpyridine	81500	359.13
536-78-7	3-ethylpyridine	85700	364.49
538-68-1	pentylbenzene	-33900	479.7
538-93-2	isobutylbenzene	-20340	434.38
539-30-0	benzyl ethyl ether	-115000	439.57
539-90-2	isobutyl butanoate	-533000	524.42
540-18-1	pentyl butanoate	-545800	561.89
540-36-3	p-difluorobenzene	-307400	314.12
540-42-1	isobutyl propanoate	-542500	446.69
540-54-5	1-chloropropane	-131900	318.49
540-67-0	methyl ethyl ether	-216500	309.13
540-84-1	2,2,4-trimethylpentane	-224000	423.11
540-88-5	tert-butyl acetate	-523000	406.87
541-05-9	hexamethylcyclotrisiloxane	-1770000	
541-28-6	1-iodo-3-methylbutane	-74940	396.86
541-31-1	3-methyl-1-butanethiol	-114600	401.1
541-33-3	1,1-dichlorobutane	-171400	384.39
541-41-3	ethyl chloroformate	-458000	345.33
541-47-9	3-methyl-2-butenoic acid	-391900	384.68
541-73-1	m-dichlorobenzene	25500	343.47
542-10-9	ethylidene diacetate	-812000	494.42
542-54-1	4-methylpentanenitrile	-16300	392.5
542-55-2	isobutyl formate	-436300	407.29
542-69-8	1-iodobutane	-49020	367.43
542-88-1	bis(chloromethyl) ether	-241000	360.36
542-92-7	cyclopentadiene	134300	274.17
543-49-7	2-heptanol	-355000	477.14
543-59-9	1-chloropentane	-174890	397.84
544-10-5	1-chlorohexane	-182910	423.14
544-13-8	glutaronitrile	170000	367.51
544-25-2	1,3,5-cycloheptatriene	180900	316.38
544-40-1	dibutyl sulfide	-167320	527.88
544-63-8	tetradecanoic acid	-681000	796.9
544-76-3	hexadecane	-374170	782.9
544-77-4	1-iodohexadecane	-296700	834.86
544-85-4	dotriacontane	-703810	1402.5
544-97-8	zinc, dimethyl	53000	
551-88-2	3-nitropentane	-162570	421.53
552-30-7	trimellitic anhydride	-778000	349.63
554-12-1	methyl propanoate	-427500	360.09
554-14-3	2-methylthiophene	83500	320.98
555-10-2	beta-phellandrene	-5660	423.12
556-56-9	3-iodo-1-propene	91500	322.84
556-67-2	octamethylcyclotetrasiloxane	-2110000	
557-17-5	methyl propyl ether	-237900	352.64
557-91-5	1,1-dibromoethane	-40800	327.45
557-93-7	2-bromo-1-propene	46000	346.27
557-98-2	2-chloro-1-propene	-21000	296.48
558-13-4	carbon tetrabromide	79500	357.79
558-17-8	2-iodo-2-methylpropane	-72000	345.43
558-37-2	3,3-dimethyl-1-butene	-60400	341.91
558-43-0	2-methyl-1,2-propanediol	-464000	291.21
560-21-4	2,3,3-trimethylpentane	-218500	426.8
560-22-5	3,3,4-trimethyl-1-pentene	-93700	425.86
560-23-6	2,3,3-trimethyl-1-pentene	-100800	422.54
562-49-2	3,3-dimethylpentane	-204400	383.29
563-16-6	3,3-dimethylhexane	-220000	438.21
563-45-1	3-methyl-1-butene	-27600	334.62
563-46-2	2-methyl-1-butene	-34900	339.65
563-47-3	3-chloro-2-methyl-1-propene	-25990	336.47
563-52-0	3-chloro-1-butene	-21480	331.11
563-78-0	2,3-dimethyl-1-butene	-61500	372.77
563-79-1	2,3-dimethyl-2-butene	-70000	364.72
563-80-4	methyl isopropyl ketone	-262600	371.13
564-02-3	2,2,3-trimethylpentane	-220000	423.78
564-03-4	3,4,4-trimethyl-1-pentene	-101500	399.69
564-04-5	2,2-dimethyl-3-pentanone	-309140	416.5
565-59-3	2,3-dimethylpentane	-194100	415.15
565-60-6	3-methyl-2-pentanol	-335200	403.98
565-61-7	3-methyl-2-pentanone	-282200	412.29
565-63-9	cis-2-methyl-2-butenoic acid	-389200	393.73
565-67-3	2-methyl-3-pentanol	-335200	403.98
565-69-5	ethyl isopropyl ketone	-286100	407.6
565-75-3	2,3,4-trimethylpentane	-217300	428.48
565-76-4	2,3,4-trimethyl-1-pentene	-105700	766.99
565-77-5	2,3,4-trimethyl-2-pentene	-109100	466.64
565-78-6	3,4-dimethyl-2-pentanone	-310950	436.32
565-80-0	2,4-dimethyl-3-pentanone	-311400	455.81
569-41-5	1,8-dimethylnaphthalene	82000	406.88
571-58-4	1,4-dimethylnaphthalene	82510	402.21
571-61-9	1,5-dimethylnaphthalene	81800	402.21
573-98-8	1,2-dimethylnaphthalene	83550	407.95
575-37-1	1,7-dimethylnaphthalene	81800	410.5
575-41-7	1,3-dimethylnaphthalene	81800	410.5
575-43-9	1,6-dimethylnaphthalene	82510	410.5
576-26-1	2,6-xylenol	-161700	390.02
578-54-1	o-ethylaniline	38500	389.23
579-66-8	2,6-diethylaniline	-20500	474.24
581-40-8	2,3-dimethylnaphthalene	83550	412.01
581-42-0	2,6-dimethylnaphthalene	82510	409.79
582-16-1	2,7-dimethylnaphthalene	83800	414.25
583-48-2	3,4-dimethylhexane	-212700	451.62
583-58-4	3,4-dimethylpyridine	70000	357.45
583-61-9	2,3-dimethylpyridine	68300	357.45
584-02-1	3-pentanol	-317150	382.18
584-03-2	1,2-butanediol	-445000	372.64
584-84-9	toluene diisocyanate	-226150	402.53
584-94-1	2,3-dimethylhexane	-213800	452.63
585-34-2	3-tert-butylphenol	-199260	426.71
589-34-4	3-methylhexane	-191300	426.22
589-35-5	3-methyl-1-pentanol	-322900	437.05
589-38-8	3-hexanone	-277700	409.94
589-40-2	sec-butyl formate	-445400	405.28
589-43-5	2,4-dimethylhexane	-219200	448.27
589-53-7	4-methylheptane	-212000	457.32
589-55-9	4-heptanol	-345320	470.03
589-62-8	4-octanol	-365960	508.99
589-81-1	3-methylheptane	-212500	465.71
589-82-2	3-heptanol	-345320	470.03
589-93-5	2,5-dimethylpyridine	66400	362.15
589-98-0	3-octanol	-365960	508.99
590-01-2	butyl propanoate	-502600	482.25
590-13-6	cis-1-bromo-1-propene	40800	304.65
590-15-8	trans-1-bromo-1-propene	43900	303.64
590-18-1	cis-2-butene	-7400	301.17
590-19-2	1,2-butadiene	162300	292.58
590-35-2	2,2-dimethylpentane	-205800	392.68
590-36-3	2-methyl-2-pentanol	-349000	331.8
590-50-1	4,4-dimethyl-2-pentanone	-309140	416.5
590-66-9	1,1-dimethylcyclohexane	-180800	364.88
590-67-0	1-methylcyclohexanol	-332000	375.85
590-73-8	2,2-dimethylhexane	-224600	432.84
590-86-3	3-methylbutanal	-236500	362.87
590-87-4	2-fluoropentane	-347920	372.93
590-94-3	isobutyl isocyanide	40177	438.26
591-22-0	3,5-dimethylpyridine	72800	356.44
591-34-4	sec-butyl propanoate	-512700	484.93
591-50-4	iodobenzene	162500	334.35
591-68-4	butyl valerate	-560200	572.96
591-76-4	2-methylhexane	-194600	420.52
591-78-6	2-hexanone	-279000	418.66
591-80-0	4-pentenoic acid	-369200	406.58
591-87-7	allyl acetate	-334000	404.4
591-93-5	1,4-pentadiene	105700	334.08
591-95-7	1,2-pentadiene	140700	335.09
591-96-8	2,3-pentadiene	133100	329.38
592-13-2	2,5-dimethylhexane	-222500	442.57
592-27-8	2-methylheptane	-215400	459.34
592-41-6	1-hexene	-42000	383.84
592-42-7	1,5-hexadiene	84100	372.9
592-44-9	1,2-hexadiene	121040	370.15
592-49-4	2,3-hexadiene	112830	368.17
592-50-7	1-fluoropentane	-325100	383.97
592-57-4	1,3-cyclohexadiene	106200	303.26
592-76-7	1-heptene	-62800	425.34
592-84-7	butyl formate	-427100	408.63
593-08-8	2-tridecanone	-424900	694.08
593-32-8	2-octadecanol	-572360	935.13
593-45-3	octadecane	-415120	861.54
593-49-7	heptacosane	-600610	1207.7
593-53-3	methyl fluoride	-237700	222.66
593-60-2	vinyl bromide	78400	275.56
593-66-8	vinyl iodide	117690	284.92
593-70-4	chlorofluoromethane	-265700	264.5
593-75-9	methyl isocyanide	150210	474.58
593-95-3	carbonyl bromide	-96200	309.83
594-02-5	1,1-diiodoethane	66530	344.61
594-11-6	methylcyclopropane	25000	285.74
594-16-1	2,2-dibromopropane	-61340	336.08
594-20-7	2,2-dichloropropane	-176700	325.45
594-21-8	1,1,1-triiodoethane	137250	361.89
594-27-4	tetramethyltin	-18800	
594-34-3	1,2-dibromo-2-methylpropane	-81980	375.03
594-36-5	2-chloro-2-methylbutane	-202300	366.61
